,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
16732,32,Private,462255,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
10259,45,Private,170099,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
15446,44,Federal-gov,206553,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
30184,25,Private,312157,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
2127,35,Private,23621,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,0
11313,19,Private,66838,10,Never-married,Sales,Own-child,White,Female,0,0,9,United-States,0
27429,17,Private,218361,6,Never-married,Other-service,Own-child,White,Female,0,1602,12,United-States,0
25064,37,Local-gov,105266,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
25124,25,State-gov,180884,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
19344,25,Self-emp-not-inc,72338,9,Never-married,Sales,Unmarried,OtherRace,Female,0,0,40,United-States,0
17114,40,Private,174515,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
19865,58,Private,196643,9,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,0
36495,50,Private,345450,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
28549,38,Private,219137,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,United-States,0
38480,31,Private,309028,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
32408,30,Private,205152,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
39155,46,Private,144844,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,0
2834,29,Private,161478,13,Never-married,Adm-clerical,Not-in-family,OtherRace,Female,0,0,40,OtherCountry,0
20061,56,Private,147989,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
44816,38,Private,200352,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
10807,54,Private,111469,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
47033,23,Private,114939,10,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,0
23650,55,Private,82098,9,Married-civ-spouse,Exec-managerial,Husband,OtherRace,Male,0,0,55,United-States,0
31875,60,Private,240951,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
42914,36,Private,158363,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
30020,45,Self-emp-inc,212954,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
19924,40,Private,198790,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,0
2518,28,Private,173649,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0
9488,38,Private,129591,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19216,69,Private,229418,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
33320,35,Private,211494,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,55,United-States,0
22482,40,Private,164678,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,0
16224,28,Self-emp-not-inc,54683,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States,0
25664,47,Private,190072,10,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,0
11274,20,Private,53878,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
23870,26,Private,112847,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
45058,20,Local-gov,240517,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
44773,32,Private,198901,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41664,49,Local-gov,53482,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
27135,61,Private,270056,9,Divorced,Adm-clerical,Not-in-family,OtherRace,Female,0,0,40,OtherCountry,0
24194,29,Private,413227,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,0
48757,33,Self-emp-not-inc,202153,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,United-States,0
19628,36,State-gov,76767,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States,0
11139,35,Private,167062,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
10930,59,Private,186385,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
3251,23,Private,145651,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0
6321,20,Private,116666,10,Never-married,Sales,Own-child,OtherRace,Male,0,0,8,OtherCountry,0
38137,32,Private,347112,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
3178,58,Self-emp-not-inc,197665,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,45,United-States,0
44967,42,Self-emp-not-inc,54583,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,0
15448,28,Private,328949,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
37307,49,Private,133351,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,0
26435,38,Private,198216,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
6877,19,Private,371827,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,OtherCountry,0
34551,65,Private,155632,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,0
41851,32,Private,296538,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,0
46223,33,Private,252257,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
21572,33,Private,41610,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
47903,33,Private,212491,9,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
12528,33,Private,133278,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
26651,19,Private,204389,9,Never-married,Adm-clerical,Own-child,OtherRace,Female,0,0,25,OtherCountry,0
913,34,Private,175878,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
2853,28,Private,369114,9,Separated,Sales,Other-relative,White,Female,0,0,40,United-States,0
1406,30,Private,30226,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,0
4708,19,Private,386378,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
20958,52,Private,72743,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,0
4196,76,Self-emp-inc,120796,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
28566,31,Private,246439,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
45553,43,Private,318415,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
15622,54,Private,28683,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,United-States,0
26666,19,Private,201743,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
35371,43,Private,212206,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
796,61,Private,128831,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
26774,37,Private,70562,2,Never-married,Other-service,Unmarried,White,Female,0,0,48,OtherCountry,0
2627,34,Private,314375,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
2024,36,Private,35309,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
13664,58,Local-gov,156649,2,Widowed,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,0
10169,20,Private,234880,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
43758,50,Local-gov,129311,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
42879,71,Private,144461,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3456,0,16,United-States,0
13768,37,Federal-gov,81853,9,Divorced,Prof-specialty,Unmarried,OtherRace,Female,0,0,40,United-States,0
27340,40,Private,225823,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
18271,45,Self-emp-inc,142719,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
39341,33,Private,114691,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
33095,27,Self-emp-inc,214974,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
23470,27,Private,271603,4,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,0
4282,31,Private,305692,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,0
25910,66,Self-emp-inc,179951,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,0
17637,23,Private,67958,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
44497,31,Self-emp-not-inc,175509,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,0
30402,17,Private,48703,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,0
24776,32,Private,356689,9,Divorced,Adm-clerical,Unmarried,White,Male,3887,0,40,United-States,0
13240,23,Private,520775,8,Never-married,Priv-house-serv,Own-child,White,Male,0,0,30,United-States,0
3717,29,Private,194197,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
18514,70,Private,236055,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
18366,74,Self-emp-not-inc,192413,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
23114,19,Private,167149,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
26143,34,Private,35595,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,0
46265,26,Private,250038,5,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,OtherCountry,0
1153,51,Private,302847,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,0
31081,50,Private,263200,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,34,OtherCountry,0
5772,42,Private,272910,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
3608,23,Private,244771,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,OtherCountry,0
47327,44,Self-emp-not-inc,180096,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,0
1657,47,Private,198901,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
29225,27,Private,183523,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
26754,42,Self-emp-not-inc,101709,11,Married-civ-spouse,Craft-repair,Husband,OtherRace,Male,2885,0,40,United-States,0
41683,59,Private,75541,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
40649,27,Private,116298,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
30073,17,Private,116626,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,18,United-States,0
3730,26,Private,109419,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
17285,29,Self-emp-not-inc,212895,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,0
43002,34,Private,208116,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,25,United-States,0
7148,45,Private,138626,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,50,United-States,0
10503,43,Self-emp-not-inc,187322,9,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,0
20128,44,Private,106900,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,0
34177,65,Private,173483,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
1958,26,Private,214303,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
20139,32,Local-gov,250585,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
34788,25,Private,407714,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
14512,50,Private,192203,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
41853,50,Private,185283,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41208,19,Self-emp-inc,150384,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
29110,48,Self-emp-inc,481987,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19680,28,Private,64307,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39452,62,Local-gov,242341,10,Divorced,Prof-specialty,Not-in-family,OtherRace,Male,0,0,40,United-States,0
23475,48,Private,138069,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
40810,21,Private,142875,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,0
21367,62,State-gov,162678,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
23161,35,Private,190728,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
42550,29,Private,351902,9,Divorced,Sales,Not-in-family,White,Male,0,0,34,United-States,0
39689,47,Private,224752,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
22702,36,Federal-gov,54159,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
30172,31,Private,198613,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0
6827,20,Private,112668,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
12644,39,Federal-gov,193583,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,60,United-States,0
14304,22,Private,156822,6,Never-married,Sales,Not-in-family,White,Female,0,1762,25,United-States,0
28140,36,Private,73023,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
9489,46,Private,142719,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,0
33759,42,State-gov,60949,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
38069,31,Self-emp-not-inc,203181,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
33014,45,Private,155664,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,0
13016,40,Local-gov,39581,15,Separated,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
35612,30,Private,622192,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States,0
5042,25,Private,371987,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
27091,37,State-gov,24342,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,0
22471,53,Private,203173,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
26835,23,Private,348420,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
226,60,Private,24215,6,Divorced,Prof-specialty,Not-in-family,OtherRace,Female,0,0,10,United-States,0
28834,29,Private,207473,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,OtherCountry,0
3851,22,Private,306031,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
45186,18,Private,323810,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
27453,32,Self-emp-not-inc,205072,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,0
28947,38,Self-emp-inc,379485,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,0
17235,49,Private,102945,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
7608,22,Private,226327,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
16184,34,Private,135785,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,0
20776,22,Private,229997,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
27993,59,Private,220783,6,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
16996,32,Private,216145,10,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,45,United-States,0
3197,51,Self-emp-inc,180195,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
40450,28,Private,87632,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,0
36950,44,Private,67779,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
29917,33,Private,554206,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,OtherCountry,0
25387,21,Private,102766,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
741,55,Self-emp-not-inc,200939,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0
31029,31,Private,218322,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,0
3883,63,Self-emp-not-inc,159715,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19718,33,Self-emp-not-inc,192256,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
3207,23,Private,123983,13,Never-married,Prof-specialty,Own-child,OtherRace,Male,0,0,40,United-States,0
39188,24,Private,125813,9,Married-civ-spouse,Exec-managerial,Wife,OtherRace,Female,0,0,45,United-States,0
40226,41,Private,302606,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
3917,19,Private,251579,10,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States,0
43583,30,Private,161444,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,0
34906,34,Private,223212,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,OtherCountry,0
4100,34,Private,94235,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
39317,42,Local-gov,335248,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,0
12132,72,Private,496538,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,0
29782,56,Private,179641,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
30713,56,Private,192325,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
42757,22,Private,100235,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
35999,24,Local-gov,140647,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,0
41944,51,Self-emp-not-inc,181179,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,0
36893,18,Private,131414,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
33929,23,Local-gov,238384,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
26371,31,Private,61559,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,0
31064,26,Private,212793,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
18608,44,Private,219441,6,Never-married,Sales,Unmarried,OtherRace,Female,0,0,35,OtherCountry,0
16977,46,Private,184883,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
28558,67,Private,140849,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,0
45233,67,Self-emp-not-inc,167015,13,Widowed,Sales,Not-in-family,White,Male,0,0,30,United-States,0
8832,36,State-gov,47570,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
5495,26,Private,288592,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
35915,38,Private,131288,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
38753,22,Private,333838,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
35349,25,Private,199143,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
5541,33,Private,158416,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
44485,30,Private,127875,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
21176,64,Private,104756,10,Widowed,Prof-specialty,Unmarried,White,Female,0,0,8,United-States,0
42067,31,Private,295099,10,Divorced,Tech-support,Own-child,Black,Female,0,0,40,United-States,0
9895,38,Private,450924,8,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,United-States,0
32410,29,Private,183854,9,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
10791,24,Private,85041,9,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,0
16812,46,Other,142210,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,0
32638,69,Self-emp-inc,174379,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
34650,41,Federal-gov,341638,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,92,United-States,0
46372,50,State-gov,141608,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,0
15802,44,Local-gov,263871,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
4969,19,Private,29250,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
32816,21,Private,250939,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States,0
37170,32,Private,241731,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
46231,42,Private,183765,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
9732,49,Private,40000,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,44,United-States,0
24518,38,Private,208379,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,8,United-States,0
26550,31,Private,243142,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
20264,43,Private,35210,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
14696,26,Private,318934,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
15179,61,Private,226297,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
6448,20,Private,298155,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
26108,34,Private,80058,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,0
17488,52,Private,139176,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,0
6280,53,Private,320510,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
46273,39,Self-emp-not-inc,179488,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
36185,20,Private,55465,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
10867,34,Private,234386,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
26169,20,Private,247115,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0
46973,22,Private,225272,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,0
9651,34,Private,188900,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
44743,28,Private,134890,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
30699,43,Private,101950,13,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
41574,22,Private,220426,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
43955,21,Private,191324,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
4490,29,Private,107458,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
28182,23,Self-emp-inc,39844,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
1919,35,Private,225330,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
1228,50,Private,358740,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,OtherCountry,0
33893,19,Private,328167,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
43832,26,Local-gov,345779,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0
41535,17,Private,35603,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
13411,57,State-gov,25045,13,Divorced,Adm-clerical,Unmarried,White,Male,2174,0,37,United-States,0
11998,20,Private,169600,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,12,United-States,0
46087,44,Federal-gov,210492,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,0
12645,18,Private,338836,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
12866,50,Private,231495,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
2257,20,Private,218343,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
10387,42,Private,77373,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,0
39882,35,Private,109133,9,Separated,Machine-op-inspct,Not-in-family,White,Male,3674,0,52,United-States,0
34563,65,Private,146159,4,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,1668,31,United-States,0
10990,30,Private,287986,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
47289,22,Private,118910,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,0
1312,20,Private,244689,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,0
22200,56,Private,155657,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,20,OtherCountry,0
22558,42,Private,68469,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
48576,30,Private,399088,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,0
17900,52,Private,31460,9,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,0
22052,52,Private,191529,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,60,United-States,0
46536,39,Self-emp-not-inc,457453,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
37790,44,Private,30424,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,1980,40,United-States,0
45735,42,Private,186689,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,60,United-States,0
44532,32,Self-emp-not-inc,45604,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,0
29116,22,Private,162282,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
34082,32,Private,104525,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0
20458,64,Self-emp-inc,213574,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,10,United-States,0
15972,18,Private,192583,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
1089,38,Private,412296,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United-States,0
6704,51,Self-emp-inc,162327,7,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0
13397,49,Local-gov,177114,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0
7350,36,Local-gov,217414,10,Divorced,Protective-serv,Unmarried,White,Male,0,0,55,United-States,0
21611,24,Private,289448,11,Never-married,Adm-clerical,Own-child,OtherRace,Female,0,0,40,OtherCountry,0
23774,59,Private,98361,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
24967,26,Private,151551,10,Separated,Sales,Own-child,OtherRace,Male,2597,0,48,United-States,0
33698,24,Private,219140,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
